,Team,Year,W,L,Pct,Attend,Payroll,OPS,ERA
307,Chicago White Sox,2009,79,83,0.4876543209876543,2284163,96068500,0.74,4.14
308,Cleveland Indians,2009,65,97,0.4012345679012346,1766242,81579166,0.7559999999999999,5.06
309,Kansas City Royals,2009,65,97,0.4012345679012346,1797891,70519333,0.7240000000000001,4.83
310,Los Angeles Angels,2009,97,65,0.5987654320987654,3240386,113709000,0.792,4.45
311,Texas Rangers,2009,87,75,0.5370370370370371,2156016,68178798,0.764,4.38
312,Seattle Mariners,2009,85,77,0.5246913580246914,2195533,98904166,0.716,3.87
313,Oakland Athletics,2009,75,87,0.462962962962963,1408783,62310000,0.726,4.26
314,Philadelphia Phillies,2009,93,69,0.5740740740740741,3600693,113004046,0.7809999999999999,4.16
315,Miami Marlins,2009,87,75,0.5370370370370371,1464109,36834000,0.7559999999999999,4.29
316,Atlanta Braves,2009,86,76,0.5308641975308642,2373631,96726166,0.7440000000000001,3.57
317,New York Mets,2009,70,92,0.4320987654320987,3168571,149373987,0.7290000000000001,4.45
318,Washington Nationals,2009,59,103,0.3641975308641976,1817226,60328000,0.743,5.0
319,St. Louis Cardinals,2009,91,71,0.5617283950617284,3343252,77605109,0.747,3.66
320,Chicago Cubs,2009,83,78,0.515527950310559,3168859,134809000,0.738,3.84
321,Milwaukee Brewers,2009,80,82,0.4938271604938271,3037451,80182502,0.767,4.83
322,Cincinnati Reds,2009,78,84,0.4814814814814815,1747919,73558500,0.7120000000000001,4.18
323,Houston Astros,2009,74,88,0.4567901234567901,2521076,102996414,0.7190000000000001,4.54
324,Pittsburgh Pirates,2009,62,99,0.38509316770186336,1577853,48693000,0.705,4.59
325,Los Angeles Dodgers,2009,95,67,0.5864197530864198,3761655,100414592,0.758,3.41
326,Colorado Rockies,2009,92,70,0.5679012345679012,2665080,75201000,0.784,4.22
327,San Francisco Giants,2009,88,74,0.5432098765432098,2862110,82616450,0.6990000000000001,3.55
328,San Diego Padres,2009,75,87,0.462962962962963,1919603,43734200,0.701,4.37
329,Arizona Diamondbacks,2009,70,92,0.4320987654320987,2128765,73516666,0.742,4.42
330,Tampa Bay Rays,2008,97,65,0.5987654320987654,1811986,43820597,0.762,3.82
331,Boston Red Sox,2008,95,67,0.5864197530864198,3048250,133390035,0.805,4.01
332,New York Yankees,2008,89,73,0.5493827160493827,4298655,209081577,0.769,4.28
333,Toronto Blue Jays,2008,86,76,0.5308641975308642,2399786,97793900,0.731,3.49
334,Baltimore Orioles,2008,68,93,0.42236024844720504,1950075,67196246,0.762,5.13
335,Chicago White Sox,2008,89,74,0.5460122699386503,2500648,121189332,0.78,4.06
336,Minnesota Twins,2008,88,75,0.5398773006134969,2302431,56932766,0.748,4.16
337,Cleveland Indians,2008,81,81,0.5,2169760,78970066,0.763,4.45
338,Kansas City Royals,2008,75,87,0.462962962962963,1578922,58245500,0.7170000000000001,4.48
339,Detroit Tigers,2008,74,88,0.4567901234567901,3202645,137685196,0.784,4.9
340,Los Angeles Angels,2008,100,62,0.6172839506172839,3336747,119216333,0.743,3.99
341,Texas Rangers,2008,79,83,0.4876543209876543,1945677,67712326,0.816,5.37
342,Oakland Athletics,2008,75,86,0.4658385093167702,1665256,47967126,0.6859999999999999,4.01
343,Seattle Mariners,2008,61,101,0.3765432098765432,2329702,117666482,0.7070000000000001,4.73
344,Philadelphia Phillies,2008,92,70,0.5679012345679012,3422583,98269880,0.77,3.88
345,New York Mets,2008,89,73,0.5493827160493827,4042045,137793376,0.7609999999999999,4.07
346,Miami Marlins,2008,84,77,0.5217391304347826,1335076,21811500,0.759,4.43
347,Atlanta Braves,2008,72,90,0.4444444444444444,2532834,102365683,0.753,4.46
348,Washington Nationals,2008,59,102,0.36645962732919257,2320400,54961000,0.696,4.66
349,Chicago Cubs,2008,97,64,0.6024844720496895,3300200,118345833,0.797,3.87
350,Milwaukee Brewers,2008,90,72,0.5555555555555556,3068458,80937499,0.757,3.85
351,Houston Astros,2008,86,75,0.5341614906832298,2779487,88930414,0.737,4.36
352,St. Louis Cardinals,2008,86,76,0.5308641975308642,3432917,99624449,0.7829999999999999,4.19
353,Cincinnati Reds,2008,74,88,0.4567901234567901,2058632,74117695,0.7290000000000001,4.55
354,Pittsburgh Pirates,2008,67,95,0.41358024691358025,1609076,48689783,0.723,5.08
355,Los Angeles Dodgers,2008,84,78,0.5185185185185185,3730553,118588536,0.732,3.68
356,Arizona Diamondbacks,2008,82,80,0.5061728395061729,2509924,66202712,0.742,3.98
357,Colorado Rockies,2008,74,88,0.4567901234567901,2650218,68655500,0.7509999999999999,4.77
358,San Francisco Giants,2008,72,90,0.4444444444444444,2863837,76594500,0.703,4.38
359,San Diego Padres,2008,63,99,0.3888888888888889,2427535,73677616,0.7070000000000001,4.41
360,Boston Red Sox,2007,96,66,0.5925925925925926,2970755,143026214,0.8059999999999999,3.87
361,New York Yankees,2007,94,68,0.5802469135802469,4271083,189259045,0.8290000000000001,4.49
362,Toronto Blue Jays,2007,83,79,0.5123456790123457,2360644,81942800,0.746,4.0
363,Baltimore Orioles,2007,69,93,0.4259259259259259,2164822,93174808,0.746,5.17
364,Tampa Bay Rays,2007,66,96,0.4074074074074074,1387603,24123500,0.769,5.53
365,Cleveland Indians,2007,96,66,0.5925925925925926,2275912,61673267,0.7709999999999999,4.05
366,Detroit Tigers,2007,88,74,0.5432098765432098,3047133,94800369,0.802,4.57
367,Minnesota Twins,2007,79,83,0.4876543209876543,2296383,71439500,0.721,4.15
368,Chicago White Sox,2007,72,90,0.4444444444444444,2684395,108671833,0.722,4.77
369,Kansas City Royals,2007,69,93,0.4259259259259259,1616867,67116500,0.71,4.48
370,Los Angeles Angels,2007,94,68,0.5802469135802469,3365632,109251333,0.762,4.23
371,Seattle Mariners,2007,88,74,0.5432098765432098,2672223,106460833,0.762,4.73
372,Oakland Athletics,2007,76,86,0.4691358024691358,1921844,79366940,0.745,4.28
373,Texas Rangers,2007,75,87,0.462962962962963,2353862,68318675,0.754,4.75
374,Philadelphia Phillies,2007,89,73,0.5493827160493827,3108325,89428213,0.812,4.73
375,New York Mets,2007,88,74,0.5432098765432098,3853955,115231663,0.775,4.26
376,Atlanta Braves,2007,84,78,0.5185185185185185,2745207,87290833,0.774,4.11
377,Washington Nationals,2007,73,89,0.4506172839506173,1943812,36947500,0.715,4.58
378,Miami Marlins,2007,71,91,0.4382716049382716,1370511,30507000,0.784,4.94
379,Chicago Cubs,2007,85,77,0.5246913580246914,3252462,99670332,0.754,4.04
380,Milwaukee Brewers,2007,83,79,0.5123456790123457,2869144,70986500,0.785,4.41
381,St. Louis Cardinals,2007,78,84,0.4814814814814815,3552180,90286823,0.743,4.65
382,Houston Astros,2007,73,89,0.4506172839506173,3020405,87759000,0.742,4.68
383,Cincinnati Reds,2007,72,90,0.4444444444444444,2058593,68524980,0.772,4.94
384,Pittsburgh Pirates,2007,68,94,0.41975308641975306,1749142,38537833,0.736,4.93
385,Arizona Diamondbacks,2007,90,72,0.5555555555555556,2325249,52067546,0.7340000000000001,4.13
386,Colorado Rockies,2007,90,73,0.5521472392638037,2376250,54041000,0.7909999999999999,4.32
387,San Diego Padres,2007,89,74,0.5460122699386503,2790074,58110567,0.732,3.7
388,Los Angeles Dodgers,2007,82,80,0.5061728395061729,3857036,108454524,0.743,4.2
389,San Francisco Giants,2007,71,91,0.4382716049382716,3223215,90219056,0.708,4.19
390,New York Yankees,2006,97,65,0.5987654320987654,4248067,194663079,0.8240000000000001,4.41
391,Toronto Blue Jays,2006,87,75,0.5370370370370371,2302212,71915000,0.8109999999999999,4.37
392,Boston Red Sox,2006,86,76,0.5308641975308642,2930588,120099824,0.7859999999999999,4.83
393,Baltimore Orioles,2006,70,92,0.4320987654320987,2153139,72585582,0.763,5.35
394,Tampa Bay Rays,2006,61,101,0.3765432098765432,1368950,35417967,0.733,4.96
395,Minnesota Twins,2006,96,66,0.5925925925925926,2285018,63396006,0.7709999999999999,3.95
396,Detroit Tigers,2006,95,67,0.5864197530864198,2595937,82612866,0.777,3.84
397,Chicago White Sox,2006,90,72,0.5555555555555556,2957414,102750667,0.8059999999999999,4.61
398,Cleveland Indians,2006,78,84,0.4814814814814815,1997995,56031500,0.8059999999999999,4.41
399,Kansas City Royals,2006,62,100,0.382716049382716,1372638,47294000,0.743,5.65
400,Oakland Athletics,2006,93,69,0.5740740740740741,1976625,62243079,0.752,4.21
401,Los Angeles Angels,2006,89,73,0.5493827160493827,3406790,103472000,0.759,4.04
402,Texas Rangers,2006,80,82,0.4938271604938271,2388757,68228662,0.784,4.6
403,Seattle Mariners,2006,78,84,0.4814814814814815,2481165,87959833,0.7490000000000001,4.6
404,New York Mets,2006,97,65,0.5987654320987654,3379535,101084963,0.78,4.14
405,Philadelphia Phillies,2006,85,77,0.5246913580246914,2701815,88273333,0.794,4.6
406,Atlanta Braves,2006,79,83,0.4876543209876543,2550524,90156876,0.7909999999999999,4.6
407,Miami Marlins,2006,78,84,0.4814814814814815,1164134,14998500,0.7659999999999999,4.37
408,Washington Nationals,2006,71,91,0.4382716049382716,2153056,63143000,0.7559999999999999,5.03
409,St. Louis Cardinals,2006,83,78,0.515527950310559,3407104,88891371,0.769,4.54
410,Houston Astros,2006,82,80,0.5061728395061729,3022763,92551503,0.741,4.08
411,Cincinnati Reds,2006,80,82,0.4938271604938271,2134607,60909519,0.768,4.51
412,Milwaukee Brewers,2006,75,87,0.462962962962963,2335643,57568333,0.747,4.82
413,Pittsburgh Pirates,2006,67,95,0.41358024691358025,1861549,46717750,0.723,4.52
414,Chicago Cubs,2006,66,96,0.4074074074074074,3123215,94424499,0.741,4.74
415,San Diego Padres,2006,88,74,0.5432098765432098,2659757,69896141,0.7490000000000001,3.87
416,Los Angeles Dodgers,2006,88,74,0.5432098765432098,3758545,98447187,0.7809999999999999,4.23
417,San Francisco Giants,2006,76,85,0.4720496894409938,3130313,90056419,0.746,4.63
418,Arizona Diamondbacks,2006,76,86,0.4691358024691358,2091685,59684226,0.755,4.48
419,Colorado Rockies,2006,76,86,0.4691358024691358,2104362,41233000,0.774,4.66
420,New York Yankees,2005,95,67,0.5864197530864198,4090696,208306817,0.805,4.52
421,Boston Red Sox,2005,95,67,0.5864197530864198,2847888,123505125,0.8109999999999999,4.74
422,Toronto Blue Jays,2005,80,82,0.4938271604938271,2014995,45719500,0.738,4.06
423,Baltimore Orioles,2005,74,88,0.4567901234567901,2624740,73914333,0.7609999999999999,4.56
424,Tampa Bay Rays,2005,67,95,0.41358024691358025,1141669,29679067,0.754,5.39
425,Chicago White Sox,2005,99,63,0.6111111111111112,2342833,75178000,0.747,3.61
426,Cleveland Indians,2005,93,69,0.5740740740740741,2013763,41502500,0.787,3.61
427,Minnesota Twins,2005,83,79,0.5123456790123457,2034243,56186000,0.7140000000000001,3.71
428,Detroit Tigers,2005,71,91,0.4382716049382716,2024431,69092000,0.75,4.51
429,Kansas City Royals,2005,56,106,0.34567901234567894,1371181,36881000,0.716,5.49
430,Los Angeles Angels,2005,95,67,0.5864197530864198,3404686,97725322,0.7340000000000001,3.68
431,Oakland Athletics,2005,88,74,0.5432098765432098,2109118,55425762,0.737,3.69
432,Texas Rangers,2005,79,83,0.4876543209876543,2525221,55849000,0.7979999999999999,4.96
433,Seattle Mariners,2005,69,93,0.4259259259259259,2725459,87754334,0.7090000000000001,4.49
434,Atlanta Braves,2005,90,72,0.5555555555555556,2521167,86457302,0.768,3.98
435,Philadelphia Phillies,2005,88,74,0.5432098765432098,2665304,95522000,0.772,4.21
436,Miami Marlins,2005,83,79,0.5123456790123457,1852608,60408834,0.748,4.16
437,New York Mets,2005,83,79,0.5123456790123457,2829929,101305821,0.738,3.76
438,Washington Nationals,2005,81,81,0.5,2731993,48581500,0.708,3.87
439,St. Louis Cardinals,2005,100,62,0.6172839506172839,3538988,92106833,0.762,3.49
440,Houston Astros,2005,89,73,0.5493827160493827,2804760,76779000,0.73,3.51
441,Milwaukee Brewers,2005,81,81,0.5,2211023,39934833,0.754,3.97
442,Chicago Cubs,2005,79,83,0.4876543209876543,3099992,87032933,0.764,4.19
443,Cincinnati Reds,2005,73,89,0.4506172839506173,1943067,61892583,0.785,5.15
444,Pittsburgh Pirates,2005,67,95,0.41358024691358025,1817245,38133000,0.723,4.42
445,San Diego Padres,2005,82,80,0.5061728395061729,2869787,63290833,0.7240000000000001,4.13
446,Arizona Diamondbacks,2005,77,85,0.4753086419753086,2059424,62329166,0.754,4.84
447,San Francisco Giants,2005,75,87,0.462962962962963,3181023,90199500,0.7140000000000001,4.33
448,Los Angeles Dodgers,2005,71,91,0.4382716049382716,3603646,83039000,0.721,4.38
449,Colorado Rockies,2005,67,95,0.41358024691358025,1914389,48155000,0.7440000000000001,5.13
450,New York Yankees,2004,101,61,0.6234567901234568,3775292,184193950,0.8109999999999999,4.69
451,Boston Red Sox,2004,98,64,0.6049382716049383,2837294,127298500,0.8320000000000001,4.18
452,Baltimore Orioles,2004,78,84,0.4814814814814815,2744018,51623333,0.7759999999999999,4.7
453,Tampa Bay Rays,2004,70,91,0.43478260869565216,1274911,29556667,0.725,4.81
454,Toronto Blue Jays,2004,67,94,0.4161490683229814,1900041,50017000,0.732,4.91
455,Minnesota Twins,2004,92,70,0.5679012345679012,1911490,53585000,0.763,4.03
456,Chicago White Sox,2004,83,79,0.5123456790123457,1930537,65212500,0.79,4.91
457,Cleveland Indians,2004,80,82,0.4938271604938271,1814401,34319300,0.795,4.81
458,Detroit Tigers,2004,72,90,0.4444444444444444,1917004,46832000,0.7859999999999999,4.93
459,Kansas City Royals,2004,58,104,0.3580246913580247,1661478,47609000,0.72,5.15
460,Los Angeles Angels,2004,92,70,0.5679012345679012,3375677,100534667,0.77,4.28
461,Oakland Athletics,2004,91,71,0.5617283950617284,2201516,59425667,0.7759999999999999,4.17
462,Texas Rangers,2004,89,73,0.5493827160493827,2513685,55050417,0.7859999999999999,4.53
463,Seattle Mariners,2004,63,99,0.3888888888888889,2940731,81515834,0.727,4.76
464,Atlanta Braves,2004,96,66,0.5925925925925926,2327565,90182500,0.777,3.74
465,Philadelphia Phillies,2004,86,76,0.5308641975308642,3250092,93219167,0.7879999999999999,4.45
466,Miami Marlins,2004,83,79,0.5123456790123457,1723105,42143042,0.736,4.1
467,New York Mets,2004,71,91,0.4382716049382716,2318951,96660970,0.726,4.09
468,Washington Nationals,2004,67,95,0.41358024691358025,749550,41197500,0.705,4.33
469,St. Louis Cardinals,2004,105,57,0.6481481481481481,3048427,83228333,0.804,3.75
470,Houston Astros,2004,92,70,0.5679012345679012,3087872,75397000,0.778,4.05
471,Chicago Cubs,2004,89,73,0.5493827160493827,3170154,90560000,0.7859999999999999,3.81
472,Cincinnati Reds,2004,76,86,0.4691358024691358,2287250,46615250,0.7490000000000001,5.19
473,Pittsburgh Pirates,2004,72,89,0.4472049689440994,1580031,32227929,0.722,4.29
474,Milwaukee Brewers,2004,67,94,0.4161490683229814,2062382,27528500,0.708,4.24
475,Los Angeles Dodgers,2004,93,69,0.5740740740740741,3488283,92902001,0.755,4.01
476,San Francisco Giants,2004,91,71,0.5617283950617284,3256854,82019166,0.795,4.29
477,San Diego Padres,2004,87,75,0.5370370370370371,3016752,55384833,0.7559999999999999,4.03
478,Colorado Rockies,2004,68,94,0.41975308641975306,2338069,65445167,0.8,5.54
479,Arizona Diamondbacks,2004,51,111,0.3148148148148148,2519560,69780750,0.703,4.98
480,New York Yankees,2003,101,61,0.6234567901234568,3465600,152749814,0.81,4.02
481,Boston Red Sox,2003,95,67,0.5864197530864198,2724165,99946500,0.851,4.48
482,Toronto Blue Jays,2003,86,76,0.5308641975308642,1799458,51269000,0.8029999999999999,4.69
483,Baltimore Orioles,2003,71,91,0.4382716049382716,2454523,73877500,0.7290000000000001,4.76
484,Tampa Bay Rays,2003,63,99,0.3888888888888889,1058695,19630000,0.7240000000000001,4.96
485,Minnesota Twins,2003,90,72,0.5555555555555556,1946011,55505000,0.772,4.41
486,Chicago White Sox,2003,86,76,0.5308641975308642,1939524,51010000,0.777,4.17
487,Kansas City Royals,2003,83,79,0.5123456790123457,1779895,40518000,0.763,5.05
488,Cleveland Indians,2003,68,94,0.41975308641975306,1730002,45584834,0.7170000000000001,4.21
489,Detroit Tigers,2003,43,119,0.2654320987654321,1368245,49168000,0.675,5.3
490,Oakland Athletics,2003,96,66,0.5925925925925926,2216596,50260834,0.743,3.63
491,Seattle Mariners,2003,93,69,0.5740740740740741,3268509,86959167,0.754,3.76
492,Los Angeles Angels,2003,77,85,0.4753086419753086,3061094,79031667,0.743,4.28
493,Texas Rangers,2003,71,91,0.4382716049382716,2094394,103491667,0.784,5.67
494,Atlanta Braves,2003,101,61,0.6234567901234568,2401084,106243667,0.8240000000000001,4.1
495,Miami Marlins,2003,91,71,0.5617283950617284,1303215,49050000,0.754,4.04
496,Philadelphia Phillies,2003,86,76,0.5308641975308642,2259948,70780000,0.762,4.04
497,Washington Nationals,2003,83,79,0.5123456790123457,1025639,51948500,0.727,4.01
498,New York Mets,2003,66,95,0.40993788819875776,2140599,117176429,0.688,4.48
499,Chicago Cubs,2003,88,74,0.5432098765432098,2962630,79868333,0.7390000000000001,3.83
500,Houston Astros,2003,87,75,0.5370370370370371,2454241,71040000,0.767,3.86
501,St. Louis Cardinals,2003,85,77,0.5246913580246914,2910386,83486666,0.804,4.6
502,Pittsburgh Pirates,2003,75,87,0.462962962962963,1636751,54812429,0.758,4.64
503,Cincinnati Reds,2003,69,93,0.4259259259259259,2355259,59355667,0.713,5.09
504,Milwaukee Brewers,2003,68,94,0.41975308641975306,1700354,40627000,0.748,5.02
505,San Francisco Giants,2003,100,61,0.6211180124223602,3264898,82852167,0.763,3.73
506,Los Angeles Dodgers,2003,85,77,0.5246913580246914,3138626,105872620,0.6709999999999999,3.16
507,Arizona Diamondbacks,2003,84,78,0.5185185185185185,2805542,80640333,0.746,3.84
508,Colorado Rockies,2003,74,88,0.4567901234567901,2334085,67179667,0.79,5.2
509,San Diego Padres,2003,64,98,0.3950617283950617,2030084,47928000,0.721,4.87
510,New York Yankees,2002,103,58,0.639751552795031,3465807,125928583,0.809,3.87
511,Boston Red Sox,2002,93,69,0.5740740740740741,2650862,108366060,0.789,3.75
512,Toronto Blue Jays,2002,78,84,0.4814814814814815,1637900,76864333,0.757,4.8
513,Baltimore Orioles,2002,67,95,0.41358024691358025,2682439,60493487,0.7120000000000001,4.46
514,Tampa Bay Rays,2002,55,106,0.3416149068322981,1065742,34380000,0.7040000000000001,5.29
515,Minnesota Twins,2002,94,67,0.5838509316770186,1924473,40225000,0.769,4.12
516,Chicago White Sox,2002,81,81,0.5,1676911,57052833,0.787,4.53
517,Cleveland Indians,2002,74,88,0.4567901234567901,2616940,78909449,0.733,4.91
518,Kansas City Royals,2002,62,100,0.382716049382716,1323036,47257000,0.721,5.21
519,Detroit Tigers,2002,55,106,0.3416149068322981,1503623,55048000,0.679,4.92
520,Oakland Athletics,2002,103,59,0.6358024691358025,2169811,40004167,0.7709999999999999,3.68
521,Los Angeles Angels,2002,99,63,0.6111111111111112,2305547,61721667,0.773,3.69
522,Seattle Mariners,2002,93,69,0.5740740740740741,3542938,80282668,0.769,4.07
523,Texas Rangers,2002,72,90,0.4444444444444444,2352397,105726122,0.794,5.15
524,Atlanta Braves,2002,101,59,0.63125,2603484,93470367,0.741,3.13
525,Washington Nationals,2002,83,79,0.5123456790123457,812045,38670500,0.752,3.97
526,Philadelphia Phillies,2002,80,81,0.4968944099378882,1618467,57957999,0.7609999999999999,4.17
527,Miami Marlins,2002,79,83,0.4876543209876543,813118,41979917,0.74,4.36
528,New York Mets,2002,75,86,0.4658385093167702,2804838,94633593,0.7170000000000001,3.89
529,St. Louis Cardinals,2002,97,65,0.5987654320987654,3011756,74660875,0.763,3.7
530,Houston Astros,2002,84,78,0.5185185185185185,2517357,63448417,0.755,4.0
531,Cincinnati Reds,2002,78,84,0.4814814814814815,1855787,45050390,0.738,4.27
532,Pittsburgh Pirates,2002,72,89,0.4472049689440994,1784988,42323599,0.7,4.23
533,Chicago Cubs,2002,67,95,0.41358024691358025,2693096,75690833,0.7340000000000001,4.29
534,Milwaukee Brewers,2002,56,106,0.34567901234567894,1969153,50287833,0.711,4.73
535,Arizona Diamondbacks,2002,98,64,0.6049382716049383,3198977,102819999,0.769,3.92
536,San Francisco Giants,2002,95,66,0.5900621118012422,3253203,78299835,0.7859999999999999,3.54
537,Los Angeles Dodgers,2002,92,70,0.5679012345679012,3131255,94850953,0.7290000000000001,3.69
538,Colorado Rockies,2002,73,89,0.4506172839506173,2737838,56851043,0.76,5.2
539,San Diego Padres,2002,66,96,0.4074074074074074,2220601,41425000,0.7020000000000001,4.62
540,New York Yankees,2001,95,65,0.59375,3264907,112287143,0.769,4.02
541,Boston Red Sox,2001,82,79,0.5093167701863354,2625333,109675833,0.773,4.15
542,Toronto Blue Jays,2001,80,82,0.4938271604938271,1915438,76895999,0.755,4.28
543,Baltimore Orioles,2001,63,98,0.39130434782608703,3094841,74279540,0.6990000000000001,4.67
544,Tampa Bay Rays,2001,62,100,0.382716049382716,1298365,56980000,0.7070000000000001,4.94
545,Cleveland Indians,2001,91,71,0.5617283950617284,3175523,92660001,0.807,4.64
546,Minnesota Twins,2001,85,77,0.5246913580246914,1782929,24130000,0.77,4.51
547,Chicago White Sox,2001,83,79,0.5123456790123457,1766172,65628667,0.785,4.55
548,Detroit Tigers,2001,66,96,0.4074074074074074,1921305,49356167,0.73,5.01
549,Kansas City Royals,2001,65,97,0.4012345679012346,1536371,35422500,0.727,4.87
550,Seattle Mariners,2001,116,46,0.7160493827160493,3507326,74720834,0.805,3.54
551,Oakland Athletics,2001,102,60,0.6296296296296297,2133277,33810750,0.784,3.59
552,Los Angeles Angels,2001,75,87,0.462962962962963,2000919,47735168,0.732,4.2
553,Texas Rangers,2001,73,89,0.4506172839506173,2831021,88633500,0.815,5.71
554,Atlanta Braves,2001,88,74,0.5432098765432098,2823530,91936166,0.736,3.59
555,Philadelphia Phillies,2001,86,76,0.5308641975308642,1782054,41663833,0.743,4.15
556,New York Mets,2001,82,80,0.5061728395061729,2658330,93674428,0.71,4.07
557,Miami Marlins,2001,76,86,0.4691358024691358,1261226,35562500,0.7490000000000001,4.32
558,Washington Nationals,2001,68,94,0.41975308641975306,642745,34849500,0.715,4.68
559,Houston Astros,2001,93,69,0.5740740740740741,2904277,60387667,0.7979999999999999,4.37
560,St. Louis Cardinals,2001,93,69,0.5740740740740741,3109578,78333333,0.78,3.93
561,Chicago Cubs,2001,88,74,0.5432098765432098,2779465,64515833,0.7659999999999999,4.03
562,Milwaukee Brewers,2001,68,94,0.41975308641975306,2811041,45099333,0.745,4.64
563,Cincinnati Reds,2001,66,96,0.4074074074074074,1879757,48784000,0.7440000000000001,4.77
564,Pittsburgh Pirates,2001,62,100,0.382716049382716,2464870,57760833,0.706,5.05
565,Arizona Diamondbacks,2001,92,70,0.5679012345679012,2736451,85247999,0.7829999999999999,3.87
566,San Francisco Giants,2001,90,72,0.5555555555555556,3311958,63280167,0.802,4.18
567,Los Angeles Dodgers,2001,86,76,0.5308641975308642,3017143,109105953,0.748,4.25
568,San Diego Padres,2001,79,83,0.4876543209876543,2378128,38882833,0.735,4.52
569,Colorado Rockies,2001,73,89,0.4506172839506173,3166821,71541334,0.8370000000000001,5.29
570,New York Yankees,2000,87,74,0.5403726708074534,3055435,92938260,0.804,4.76
571,Boston Red Sox,2000,85,77,0.5246913580246914,2585895,81210333,0.764,4.23
572,Toronto Blue Jays,2000,83,79,0.5123456790123457,1705712,46363332,0.81,5.14
573,Baltimore Orioles,2000,74,88,0.4567901234567901,3297031,83141198,0.7759999999999999,5.37
574,Tampa Bay Rays,2000,69,92,0.42857142857142855,1449673,64407910,0.728,4.86
575,Chicago White Sox,2000,95,67,0.5864197530864198,1947799,31159000,0.826,4.66
576,Cleveland Indians,2000,90,72,0.5555555555555556,3456278,76508334,0.8370000000000001,4.84
577,Detroit Tigers,2000,79,83,0.4876543209876543,2438617,61740167,0.7809999999999999,4.71
578,Kansas City Royals,2000,77,85,0.4753086419753086,1564847,23132500,0.773,5.48
579,Minnesota Twins,2000,69,93,0.4259259259259259,1000760,15654500,0.7440000000000001,5.14
580,Oakland Athletics,2000,91,70,0.5652173913043478,1603744,32121833,0.8170000000000001,4.58
581,Seattle Mariners,2000,91,71,0.5617283950617284,2914624,59215000,0.8029999999999999,4.49
582,Los Angeles Angels,2000,82,80,0.5061728395061729,2066982,55766667,0.825,5.0
583,Texas Rangers,2000,71,91,0.4382716049382716,2588401,70785000,0.7979999999999999,5.52
584,Atlanta Braves,2000,95,67,0.5864197530864198,3234304,82732500,0.775,4.05
585,New York Mets,2000,94,68,0.5802469135802469,2820530,79759762,0.7759999999999999,4.16
586,Miami Marlins,2000,79,82,0.4906832298136646,1218326,19870000,0.74,4.59
587,Washington Nationals,2000,67,95,0.41358024691358025,926272,33527666,0.758,5.13
588,Philadelphia Phillies,2000,65,97,0.4012345679012346,1612769,46947667,0.7290000000000001,4.77
589,St. Louis Cardinals,2000,95,67,0.5864197530864198,3336493,63993023,0.812,4.38
590,Cincinnati Reds,2000,85,77,0.5246913580246914,2577371,44217500,0.79,4.33
591,Milwaukee Brewers,2000,73,89,0.4506172839506173,1573621,35782833,0.7290000000000001,4.63
592,Houston Astros,2000,72,90,0.4444444444444444,3056139,52356667,0.8370000000000001,5.42
593,Pittsburgh Pirates,2000,69,93,0.4259259259259259,1748908,29561667,0.762,4.94
594,Chicago Cubs,2000,65,97,0.4012345679012346,2789511,62129333,0.746,5.25
595,San Francisco Giants,2000,97,65,0.5987654320987654,3318800,53541000,0.8340000000000001,4.21
596,Los Angeles Dodgers,2000,86,76,0.5308641975308642,2880242,90725953,0.7709999999999999,4.1
597,Arizona Diamondbacks,2000,85,77,0.5246913580246914,2942251,77880333,0.763,4.35
598,Colorado Rockies,2000,82,80,0.5061728395061729,3295129,64130857,0.816,5.26
599,San Diego Padres,2000,76,86,0.4691358024691358,2352443,54971000,0.732,4.52
